pattern_name,layer_idx,avg_semantic_distance,avg_mean_curvature,avg_path_length,avg_geodesic_efficiency,avg_landmark_accuracy
Overwhelmed Narrative Processing,15,17.4375,0.06283185307179587,43.8868465423584,0.3973286160619856,30295.306640625
Overwhelmed Narrative Processing,22,34.28125,0.0,34.28124809265137,1.0000000556382493,33096.9453125
Overwhelmed Narrative Processing,27,23.125,0.06283185307179587,36.349191665649414,0.6361902133260781,39806.97265625
Overwhelmed Narrative Processing,29,5.937500953674316,0.0,5.937500953674316,1.0,47298.2421875
Persistent Suicidal Ideation Focus,1,18.328125,0.0,18.328125953674316,0.9999999479666213,884.1490478515625
Persistent Suicidal Ideation Focus,5,20.125,0.06283185307179587,39.718067049980164,0.506696359988396,2488.573486328125
Persistent Suicidal Ideation Focus,7,26.625,0.0,26.625,1.0,3604.677734375
Persistent Suicidal Ideation Focus,11,3.5,0.0,3.4999999962747097,1.0000000010643686,18341.1015625
Persistent Suicidal Ideation Focus,15,0.6250004768371582,0.0,34.421799182891846,0.018157112401834964,27503.400390625
Persistent Suicidal Ideation Focus,22,3.78125,0.06283185307179587,50.74139404296875,0.07452002593381585,31376.48828125
Persistent Suicidal Ideation Focus,27,39.249996185302734,0.06283185307179587,62.758480072021484,0.6254134284364365,39041.5234375
Persistent Suicidal Ideation Focus,29,6.1875,0.06283185307179587,9.370643615722656,0.6603068320321374,44336.6796875
Self-Critical Rumination,1,10.875,0.0,10.875,1.0,944.4616088867188
Self-Critical Rumination,5,6.0,0.06283185307179587,17.020238876342773,0.3525214918305101,2571.640380859375
Self-Critical Rumination,7,4.375,0.06283185307179587,10.25295639038086,0.42670619413777533,4312.92431640625
Self-Critical Rumination,11,9.6796875,0.0,9.6796875,1.0,20129.42578125
Self-Critical Rumination,15,2.125000476837158,0.06283185307179587,23.186596393585205,0.09164779688945894,30817.369140625
Self-Critical Rumination,22,7.125,0.06283185307179587,12.879916191101074,0.5531868293462009,33787.734375
Self-Critical Rumination,27,45.25,0.0,45.25,1.0,41513.33203125
Self-Critical Rumination,29,8.625,0.06283185307179587,11.74732494354248,0.7342097065886625,46030.4921875
Somatic–Emotional Self-Monitoring,1,15.5,0.0,15.5,1.0,1221.185546875
Somatic–Emotional Self-Monitoring,5,6.5,0.0,6.5,1.0,2321.1337890625
Somatic–Emotional Self-Monitoring,7,7.25,0.06283185307179587,25.12813949584961,0.288521161751648,4041.1416015625
Somatic–Emotional Self-Monitoring,11,2.953125,0.06283185307179587,13.66763687133789,0.21606697835182725,17822.232421875
Somatic–Emotional Self-Monitoring,15,3.6875009536743164,0.06283185307179587,19.239161491394043,0.1916664068402248,25191.060546875
Somatic–Emotional Self-Monitoring,22,18.6875,0.0,18.6875,1.0,32019.587890625
Somatic–Emotional Self-Monitoring,27,10.499998092651367,0.06283185307179587,17.356470108032227,0.6049616095494083,38873.65234375
Somatic–Emotional Self-Monitoring,29,7.187499523162842,0.06283185307179587,11.840919017791748,0.6070052090013586,44839.33203125
Suicidal Planning & Rationalization,1,0.21875,0.06283185307179587,4.749639511108398,0.04605612688887024,898.1008911132812
Suicidal Planning & Rationalization,5,7.125,0.06283185307179587,22.799274444580078,0.3125099448808898,2772.895751953125
Suicidal Planning & Rationalization,7,7.875,0.06283185307179587,15.956165313720703,0.49353963469081685,3883.685791015625
Suicidal Planning & Rationalization,11,1.53125,0.06283185307179587,3.061746120452881,0.5001231126810423,19484.599609375
Suicidal Planning & Rationalization,15,38.84375,0.0,38.84375,1.0,27760.873046875
Suicidal Planning & Rationalization,22,18.4375,0.0,18.4375,1.0,32897.35546875
Suicidal Planning & Rationalization,27,18.875,0.06283185307179587,36.99940490722656,0.5101433400706782,39391.45703125
Suicidal Planning & Rationalization,29,11.250000953674316,0.0,11.250000953674316,1.0,44304.06640625
